"OID","Country or Area","Year","Description","Magnitude","Value"
"138c2...CG...","NETHERLANDS","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","29884000000"
"138c2...CG...","NETHERLANDS","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","26377000000"
"138c2...CG...","NETHERLANDS","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","23904000000"
"138c2...CG...","NETHERLANDS","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","20782000000"
"138c2...CG...","NETHERLANDS","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","18449000000"
"138c2...CG...","NETHERLANDS","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","15645000000"
"138c2...CG...","NETHERLANDS","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","13111000000"
"138c2...CG...","NETHERLANDS","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","12217000000"
"138c2...CG...","NETHERLANDS","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","11149000000"
"138c2...CG...","NETHERLANDS","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","9940000000"
"138c2...CG...","NETHERLANDS","1959","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","9134000000"
"138c2...CG...","NETHERLANDS","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","9217000000"
"138c2...CG...","NETHERLANDS","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","8321000000"
"138c2...CG...","NETHERLANDS","1956","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","7815000000"
"138c2...CG...","NETHERLANDS","1955","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","7263000000"
"138c2...CG...","NETHERLANDS","1954","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","6115000000"
"138c2...CG...","NETHERLANDS","1953","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","5918000000"
"138c2...CG...","NETHERLANDS","1952","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","5921000000"
"138c2...CG...","NETHERLANDS","1951","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","4922000000"
"138c2...CG...","NETHERLANDS","1950","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","4735000000"
"138c2...CG...","NETHERLANDS","1949","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","4144000000"
"138c2...CG...","NETHERLANDS","1948","CASH PAYMENTS FOR OPERATING ACTIVITI","NATL CURRENCY","0"
"353c2M..BA...","NETHERLANDS ANTILLES","1995","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","570600000"
"353c25..BA...","NETHERLANDS ANTILLES","1995","SUBSIDIES","GUILDERS","4800000"
"353c27..BA...","NETHERLANDS ANTILLES","1995","SOCIAL BENEFITS","GUILDERS","11900000"
"353c22..BA...","NETHERLANDS ANTILLES","1995","PURCHASES OF GOODS AND SERVICES","GUILDERS","93800000"
"353c28..BA...","NETHERLANDS ANTILLES","1995","OTHER PAYMENTS","GUILDERS","0"
"353c24..BA...","NETHERLANDS ANTILLES","1995","INTEREST","GUILDERS","45500000"
"353c26..BA...","NETHERLANDS ANTILLES","1995","GRANTS","GUILDERS","89400000"
"353c21..BA...","NETHERLANDS ANTILLES","1995","COMPENSATION OF EMPLOYEES","GUILDERS","298400000"
"353c2...BA...","NETHERLANDS ANTILLES","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","543800000"
"353c2M..BA...","NETHERLANDS ANTILLES","1994","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","486600000"
"353c25..BA...","NETHERLANDS ANTILLES","1994","SUBSIDIES","GUILDERS","5000000"
"353c27..BA...","NETHERLANDS ANTILLES","1994","SOCIAL BENEFITS","GUILDERS","9100000"
"353c22..BA...","NETHERLANDS ANTILLES","1994","PURCHASES OF GOODS AND SERVICES","GUILDERS","80900000"
"353c28..BA...","NETHERLANDS ANTILLES","1994","OTHER PAYMENTS","GUILDERS","0"
"353c24..BA...","NETHERLANDS ANTILLES","1994","INTEREST","GUILDERS","40400000"
"353c26..BA...","NETHERLANDS ANTILLES","1994","GRANTS","GUILDERS","61700000"
"353c21..BA...","NETHERLANDS ANTILLES","1994","COMPENSATION OF EMPLOYEES","GUILDERS","273000000"
"353c2...BA...","NETHERLANDS ANTILLES","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","470100000"
"353c2M..BA...","NETHERLANDS ANTILLES","1993","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","467700000"
"353c25..BA...","NETHERLANDS ANTILLES","1993","SUBSIDIES","GUILDERS","3000000"
"353c27..BA...","NETHERLANDS ANTILLES","1993","SOCIAL BENEFITS","GUILDERS","11200000"
"353c22..BA...","NETHERLANDS ANTILLES","1993","PURCHASES OF GOODS AND SERVICES","GUILDERS","69800000"
"353c28..BA...","NETHERLANDS ANTILLES","1993","OTHER PAYMENTS","GUILDERS","0"
"353c24..BA...","NETHERLANDS ANTILLES","1993","INTEREST","GUILDERS","36500000"
"353c26..BA...","NETHERLANDS ANTILLES","1993","GRANTS","GUILDERS","70700000"
"353c21..BA...","NETHERLANDS ANTILLES","1993","COMPENSATION OF EMPLOYEES","GUILDERS","264800000"
"353c2...BA...","NETHERLANDS ANTILLES","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","456000000"
"353c2M..BA...","NETHERLANDS ANTILLES","1992","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","431000000"
"353c25..BA...","NETHERLANDS ANTILLES","1992","SUBSIDIES","GUILDERS","0"
"353c27..BA...","NETHERLANDS ANTILLES","1992","SOCIAL BENEFITS","GUILDERS","27800000"
"353c22..BA...","NETHERLANDS ANTILLES","1992","PURCHASES OF GOODS AND SERVICES","GUILDERS","74700000"
"353c28..BA...","NETHERLANDS ANTILLES","1992","OTHER PAYMENTS","GUILDERS","0"
"353c24..BA...","NETHERLANDS ANTILLES","1992","INTEREST","GUILDERS","42000000"
"353c26..BA...","NETHERLANDS ANTILLES","1992","GRANTS","GUILDERS","47800000"
"353c21..BA...","NETHERLANDS ANTILLES","1992","COMPENSATION OF EMPLOYEES","GUILDERS","230000000"
"353c2...BA...","NETHERLANDS ANTILLES","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","422300000"
"353c2M..BA...","NETHERLANDS ANTILLES","1991","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","375800000"
"353c25..BA...","NETHERLANDS ANTILLES","1991","SUBSIDIES","GUILDERS","0"
"353c27..BA...","NETHERLANDS ANTILLES","1991","SOCIAL BENEFITS","GUILDERS","29500000"
"353c22..BA...","NETHERLANDS ANTILLES","1991","PURCHASES OF GOODS AND SERVICES","GUILDERS","76700000"
"353c28..BA...","NETHERLANDS ANTILLES","1991","OTHER PAYMENTS","GUILDERS","200000"
"353c24..BA...","NETHERLANDS ANTILLES","1991","INTEREST","GUILDERS","36500000"
"353c26..BA...","NETHERLANDS ANTILLES","1991","GRANTS","GUILDERS","22600000"
"353c21..BA...","NETHERLANDS ANTILLES","1991","COMPENSATION OF EMPLOYEES","GUILDERS","201400000"
"353c2...BA...","NETHERLANDS ANTILLES","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","366900000"
"353c2M..BA...","NETHERLANDS ANTILLES","1990","TOTAL CASH EXPENDITURE [2+31]","GUILDERS","341940000"
"353c25..BA...","NETHERLANDS ANTILLES","1990","SUBSIDIES","GUILDERS","0"
"353c27..BA...","NETHERLANDS ANTILLES","1990","SOCIAL BENEFITS","GUILDERS","22800000"
"353c22..BA...","NETHERLANDS ANTILLES","1990","PURCHASES OF GOODS AND SERVICES","GUILDERS","59900000"
"353c28..BA...","NETHERLANDS ANTILLES","1990","OTHER PAYMENTS","GUILDERS","0"
"353c24..BA...","NETHERLANDS ANTILLES","1990","INTEREST","GUILDERS","32900000"
"353c26..BA...","NETHERLANDS ANTILLES","1990","GRANTS","GUILDERS","25100000"
"353c21..BA...","NETHERLANDS ANTILLES","1990","COMPENSATION OF EMPLOYEES","GUILDERS","191140000"
"353c2...BA...","NETHERLANDS ANTILLES","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","GUILDERS","331840000"
"196c2M..BA...","NEW ZEALAND","2005","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","43686500000"
"196c25..BA...","NEW ZEALAND","2005","SUBSIDIES","NEW ZEALAND DOLL","0"
"196c27..BA...","NEW ZEALAND","2005","SOCIAL BENEFITS","NEW ZEALAND DOLL","14409000000"
"196c22..BA...","NEW ZEALAND","2005","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","5821500000"
"196c28..BA...","NEW ZEALAND","2005","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2005","INTEREST","NEW ZEALAND DOLL","2188760000"
"196c26..BA...","NEW ZEALAND","2005","GRANTS","NEW ZEALAND DOLL","15881600000"
"196c21..BA...","NEW ZEALAND","2005","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","3661080000"
"196c2...BA...","NEW ZEALAND","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","41961900000"
"196c2M..BA...","NEW ZEALAND","2004","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","41637500000"
"196c25..BA...","NEW ZEALAND","2004","SUBSIDIES","NEW ZEALAND DOLL","0"
"196c27..BA...","NEW ZEALAND","2004","SOCIAL BENEFITS","NEW ZEALAND DOLL","14249900000"
"196c22..BA...","NEW ZEALAND","2004","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","7808210000"
"196c28..BA...","NEW ZEALAND","2004","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2004","INTEREST","NEW ZEALAND DOLL","2246700000"
"196c26..BA...","NEW ZEALAND","2004","GRANTS","NEW ZEALAND DOLL","12465200000"
"196c21..BA...","NEW ZEALAND","2004","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","3341400000"
"196c2...BA...","NEW ZEALAND","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","40111400000"
"196c2M..BA...","NEW ZEALAND","2003","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","39110900000"
"196c25..BA...","NEW ZEALAND","2003","SUBSIDIES","NEW ZEALAND DOLL","0"
"196c27..BA...","NEW ZEALAND","2003","SOCIAL BENEFITS","NEW ZEALAND DOLL","14071500000"
"196c22..BA...","NEW ZEALAND","2003","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","5100690000"
"196c28..BA...","NEW ZEALAND","2003","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2003","INTEREST","NEW ZEALAND DOLL","2343220000"
"196c26..BA...","NEW ZEALAND","2003","GRANTS","NEW ZEALAND DOLL","13766300000"
"196c21..BA...","NEW ZEALAND","2003","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","2771580000"
"196c2...BA...","NEW ZEALAND","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","38053200000"
"196c2M..BA...","NEW ZEALAND","2002","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","36971200000"
"196c25..BA...","NEW ZEALAND","2002","SUBSIDIES","NEW ZEALAND DOLL","0"
"196c27..BA...","NEW ZEALAND","2002","SOCIAL BENEFITS","NEW ZEALAND DOLL","13708600000"
"196c28..BA...","NEW ZEALAND","2002","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2002","INTEREST","NEW ZEALAND DOLL","2447190000"
"196c26..BA...","NEW ZEALAND","2002","GRANTS","NEW ZEALAND DOLL","9801800000"
"196c2...BA...","NEW ZEALAND","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","35746300000"
"196c2M..BA...","NEW ZEALAND","2001","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","35581000000"
"196c25..BA...","NEW ZEALAND","2001","SUBSIDIES","NEW ZEALAND DOLL","0"
"196c27..BA...","NEW ZEALAND","2001","SOCIAL BENEFITS","NEW ZEALAND DOLL","13168500000"
"196c28..BA...","NEW ZEALAND","2001","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2001","INTEREST","NEW ZEALAND DOLL","2872070000"
"196c26..BA...","NEW ZEALAND","2001","GRANTS","NEW ZEALAND DOLL","7990300000"
"196c2...BA...","NEW ZEALAND","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","36602000000"
"196c2M..BA...","NEW ZEALAND","2000","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","34386000000"
"196c25..BA...","NEW ZEALAND","2000","SUBSIDIES","NEW ZEALAND DOLL","131000000"
"196c27..BA...","NEW ZEALAND","2000","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","2000","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","2000","INTEREST","NEW ZEALAND DOLL","2507000000"
"196c26..BA...","NEW ZEALAND","2000","GRANTS","NEW ZEALAND DOLL","12853000000"
"196c2...BA...","NEW ZEALAND","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","33481000000"
"196c2M..BA...","NEW ZEALAND","1999","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","33644000000"
"196c25..BA...","NEW ZEALAND","1999","SUBSIDIES","NEW ZEALAND DOLL","134000000"
"196c27..BA...","NEW ZEALAND","1999","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","1999","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1999","INTEREST","NEW ZEALAND DOLL","2398000000"
"196c26..BA...","NEW ZEALAND","1999","GRANTS","NEW ZEALAND DOLL","12821000000"
"196c2...BA...","NEW ZEALAND","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","32964000000"
"196c2M..BA...","NEW ZEALAND","1998","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","32903000000"
"196c25..BA...","NEW ZEALAND","1998","SUBSIDIES","NEW ZEALAND DOLL","156000000"
"196c27..BA...","NEW ZEALAND","1998","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","1998","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1998","INTEREST","NEW ZEALAND DOLL","2378000000"
"196c26..BA...","NEW ZEALAND","1998","GRANTS","NEW ZEALAND DOLL","12596000000"
"196c2...BA...","NEW ZEALAND","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","32105000000"
"196c2M..BA...","NEW ZEALAND","1997","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","31289000000"
"196c25..BA...","NEW ZEALAND","1997","SUBSIDIES","NEW ZEALAND DOLL","134000000"
"196c27..BA...","NEW ZEALAND","1997","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","1997","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1997","INTEREST","NEW ZEALAND DOLL","3090000000"
"196c26..BA...","NEW ZEALAND","1997","GRANTS","NEW ZEALAND DOLL","11903000000"
"196c2...BA...","NEW ZEALAND","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","30600000000"
"196c2M..BA...","NEW ZEALAND","1996","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","30444000000"
"196c25..BA...","NEW ZEALAND","1996","SUBSIDIES","NEW ZEALAND DOLL","135000000"
"196c27..BA...","NEW ZEALAND","1996","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","1996","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1996","INTEREST","NEW ZEALAND DOLL","3391000000"
"196c26..BA...","NEW ZEALAND","1996","GRANTS","NEW ZEALAND DOLL","11277000000"
"196c2...BA...","NEW ZEALAND","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","29837000000"
"196c2M..BA...","NEW ZEALAND","1995","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","29710000000"
"196c25..BA...","NEW ZEALAND","1995","SUBSIDIES","NEW ZEALAND DOLL","152000000"
"196c27..BA...","NEW ZEALAND","1995","SOCIAL BENEFITS","NEW ZEALAND DOLL","0"
"196c28..BA...","NEW ZEALAND","1995","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1995","INTEREST","NEW ZEALAND DOLL","3861000000"
"196c26..BA...","NEW ZEALAND","1995","GRANTS","NEW ZEALAND DOLL","10911000000"
"196c2...BA...","NEW ZEALAND","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","29355000000"
"196c2M..BA...","NEW ZEALAND","1994","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","29518000000"
"196c25..BA...","NEW ZEALAND","1994","SUBSIDIES","NEW ZEALAND DOLL","295000000"
"196c28..BA...","NEW ZEALAND","1994","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1994","INTEREST","NEW ZEALAND DOLL","3443000000"
"196c2...BA...","NEW ZEALAND","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","28833000000"
"196c2M..BA...","NEW ZEALAND","1993","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","28280000000"
"196c22..BA...","NEW ZEALAND","1993","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","8514000000"
"196c28..BA...","NEW ZEALAND","1993","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1993","INTEREST","NEW ZEALAND DOLL","3914000000"
"196c21..BA...","NEW ZEALAND","1993","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","2971000000"
"196c2...BA...","NEW ZEALAND","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","27728000000"
"196c2M..BA...","NEW ZEALAND","1992","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","28014000000"
"196c22..BA...","NEW ZEALAND","1992","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","8307000000"
"196c28..BA...","NEW ZEALAND","1992","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1992","INTEREST","NEW ZEALAND DOLL","4187000000"
"196c21..BA...","NEW ZEALAND","1992","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","3084000000"
"196c2...BA...","NEW ZEALAND","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","27836000000"
"196c2M..BA...","NEW ZEALAND","1991","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","28821000000"
"196c22..BA...","NEW ZEALAND","1991","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","8771000000"
"196c28..BA...","NEW ZEALAND","1991","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1991","INTEREST","NEW ZEALAND DOLL","4660000000"
"196c21..BA...","NEW ZEALAND","1991","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","3132000000"
"196c2...BA...","NEW ZEALAND","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","29303000000"
"196c2M..BA...","NEW ZEALAND","1990","TOTAL CASH EXPENDITURE [2+31]","NEW ZEALAND DOLL","31642000000"
"196c22..BA...","NEW ZEALAND","1990","PURCHASES OF GOODS & SERVICES","NEW ZEALAND DOLL","2455000000"
"196c28..BA...","NEW ZEALAND","1990","OTHER PAYMENTS","NEW ZEALAND DOLL","0"
"196c24..BA...","NEW ZEALAND","1990","INTEREST","NEW ZEALAND DOLL","4700000000"
"196c21..BA...","NEW ZEALAND","1990","COMPENSATION OF EMPLOYEES","NEW ZEALAND DOLL","3713000000"
"196c2...BA...","NEW ZEALAND","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","31131000000"
"196c2...BA...","NEW ZEALAND","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","12971400000"
"196c2...BA...","NEW ZEALAND","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","11530000000"
"196c2...BA...","NEW ZEALAND","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","9413400000"
"196c2...BA...","NEW ZEALAND","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","8160000000"
"196c2...BA...","NEW ZEALAND","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","7076500000"
"196c2...BA...","NEW ZEALAND","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","2830800000"
"196c2...BA...","NEW ZEALAND","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","NEW ZEALAND DOLL","2363300000"
