"OID","Country or Area","Year","Description","Magnitude","Value"
"243c2...BA...","DOMINICAN REPUBLIC","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","625900000"
"243c2...BA...","DOMINICAN REPUBLIC","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","555200000"
"243c2...BA...","DOMINICAN REPUBLIC","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","639900000"
"243c2...BA...","DOMINICAN REPUBLIC","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","500200000"
"243c2...BA...","DOMINICAN REPUBLIC","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","376500000"
"243c2...BA...","DOMINICAN REPUBLIC","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","324100000"
"243c2...BA...","DOMINICAN REPUBLIC","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","296100000"
"243c2...BA...","DOMINICAN REPUBLIC","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","254500000"
"243c2...BA...","DOMINICAN REPUBLIC","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","230900000"
"243c2...BA...","DOMINICAN REPUBLIC","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","203400000"
"243c2...BA...","DOMINICAN REPUBLIC","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","201500000"
"243c2...BA...","DOMINICAN REPUBLIC","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","194300000"
"243c2...BA...","DOMINICAN REPUBLIC","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","149200000"
"243c2...BA...","DOMINICAN REPUBLIC","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","214100000"
"243c2...BA...","DOMINICAN REPUBLIC","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","190200000"
"243c2...BA...","DOMINICAN REPUBLIC","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","184700000"
"243c2...BA...","DOMINICAN REPUBLIC","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","139000000"
"243c2...BA...","DOMINICAN REPUBLIC","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","147300000"
"243c2...BA...","DOMINICAN REPUBLIC","1959","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","153800000"
"243c2...BA...","DOMINICAN REPUBLIC","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","164500000"
"243c2...BA...","DOMINICAN REPUBLIC","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","153200000"
"243c2...BA...","DOMINICAN REPUBLIC","1956","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","144600000"
"243c2...BA...","DOMINICAN REPUBLIC","1955","CASH PAYMENTS FOR OPERATING ACTIVITI","DOMINICAN PESOS","125500000"
"309c2M..CG...","ECCU","2008","TOTAL CASH EXPENDITURE [2+31]","","4393060000"
"309c25..CG...","ECCU","2008","SUBSIDIES","","521350000"
"309c27..CG...","ECCU","2008","SOCIAL BENEFITS","","183920000"
"309c22..CG...","ECCU","2008","PURCHASES OF GOODS & SERVICES","","797870000"
"309c28..CG...","ECCU","2008","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2008","INTEREST","","442030000"
"309c26..CG...","ECCU","2008","GRANTS","","0"
"309c21..CG...","ECCU","2008","COMPENSATION OF EMPLOYEES","","1463880000"
"309c2...CG...","ECCU","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","","3409050000"
"309c2M..CG...","ECCU","2007","TOTAL CASH EXPENDITURE [2+31]","","4053900000"
"309c25..CG...","ECCU","2007","SUBSIDIES","","381830000"
"309c27..CG...","ECCU","2007","SOCIAL BENEFITS","","233080000"
"309c22..CG...","ECCU","2007","PURCHASES OF GOODS & SERVICES","","699680000"
"309c28..CG...","ECCU","2007","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2007","INTEREST","","422450000"
"309c26..CG...","ECCU","2007","GRANTS","","0"
"309c21..CG...","ECCU","2007","COMPENSATION OF EMPLOYEES","","1308780000"
"309c2...CG...","ECCU","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","","3045820000"
"309c2M..CG...","ECCU","2006","TOTAL CASH EXPENDITURE [2+31]","","3900500000"
"309c25..CG...","ECCU","2006","SUBSIDIES","","442400000"
"309c27..CG...","ECCU","2006","SOCIAL BENEFITS","","179800000"
"309c22..CG...","ECCU","2006","PURCHASES OF GOODS & SERVICES","","627600000"
"309c28..CG...","ECCU","2006","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2006","INTEREST","","400800000"
"309c26..CG...","ECCU","2006","GRANTS","","0"
"309c21..CG...","ECCU","2006","COMPENSATION OF EMPLOYEES","","1212300000"
"309c2...CG...","ECCU","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","","2862900000"
"309c2M..CG...","ECCU","2005","TOTAL CASH EXPENDITURE [2+31]","","3281600000"
"309c25..CG...","ECCU","2005","SUBSIDIES","","336300000"
"309c27..CG...","ECCU","2005","SOCIAL BENEFITS","","164900000"
"309c22..CG...","ECCU","2005","PURCHASES OF GOODS & SERVICES","","566500000"
"309c28..CG...","ECCU","2005","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2005","INTEREST","","349400000"
"309c26..CG...","ECCU","2005","GRANTS","","0"
"309c21..CG...","ECCU","2005","COMPENSATION OF EMPLOYEES","","1128000000"
"309c2...CG...","ECCU","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","","2545100000"
"309c2M..CG...","ECCU","2004","TOTAL CASH EXPENDITURE [2+31]","","3010000000"
"309c25..CG...","ECCU","2004","SUBSIDIES","","282500000"
"309c27..CG...","ECCU","2004","SOCIAL BENEFITS","","152500000"
"309c22..CG...","ECCU","2004","PURCHASES OF GOODS & SERVICES","","516600000"
"309c28..CG...","ECCU","2004","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2004","INTEREST","","397300000"
"309c26..CG...","ECCU","2004","GRANTS","","0"
"309c21..CG...","ECCU","2004","COMPENSATION OF EMPLOYEES","","1101900000"
"309c2...CG...","ECCU","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","","2450800000"
"309c2M..CG...","ECCU","2003","TOTAL CASH EXPENDITURE [2+31]","","2847300000"
"309c25..CG...","ECCU","2003","SUBSIDIES","","250000000"
"309c27..CG...","ECCU","2003","SOCIAL BENEFITS","","133800000"
"309c22..CG...","ECCU","2003","PURCHASES OF GOODS & SERVICES","","453400000"
"309c28..CG...","ECCU","2003","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2003","INTEREST","","342800000"
"309c26..CG...","ECCU","2003","GRANTS","","0"
"309c21..CG...","ECCU","2003","COMPENSATION OF EMPLOYEES","","1067300000"
"309c2...CG...","ECCU","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","","2247300000"
"309c2M..CG...","ECCU","2002","TOTAL CASH EXPENDITURE [2+31]","","2916600000"
"309c25..CG...","ECCU","2002","SUBSIDIES","","222200000"
"309c27..CG...","ECCU","2002","SOCIAL BENEFITS","","127800000"
"309c22..CG...","ECCU","2002","PURCHASES OF GOODS & SERVICES","","496600000"
"309c28..CG...","ECCU","2002","OTHER PAYMENTS","","0"
"309c24..CG...","ECCU","2002","INTEREST","","324900000"
"309c26..CG...","ECCU","2002","GRANTS","","0"
"309c21..CG...","ECCU","2002","COMPENSATION OF EMPLOYEES","","1044500000"
"309c2...CG...","ECCU","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","","2216000000"
"248c2...BA...","ECUADOR","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","7248000000"
"248c2...BA...","ECUADOR","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","6699850000"
"248c2...BA...","ECUADOR","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","5942070000"
"248c2...BA...","ECUADOR","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","5484590000"
"248c2...BA...","ECUADOR","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","5082810000"
"248c2...BA...","ECUADOR","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","4353520000"
"248c2...BA...","ECUADOR","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","4499550000"
"248c2...BA...","ECUADOR","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","74131000000"
"248c2...BA...","ECUADOR","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","33051600000"
"248c2...BA...","ECUADOR","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","18084100000"
"248c2...BA...","ECUADOR","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","14680500000"
"248c2...BA...","ECUADOR","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","10916800000"
"248c2...BA...","ECUADOR","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","8450600000"
"248c2...BA...","ECUADOR","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","5532500000"
"248c2...BA...","ECUADOR","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","3763900000"
"248c2...BA...","ECUADOR","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","2547600000"
"248c2...BA...","ECUADOR","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","1634100000"
"248c2...BA...","ECUADOR","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","1207600000"
"248c2...BA...","ECUADOR","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","738200000"
"248c2...BA...","ECUADOR","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","416800000"
"248c2...BA...","ECUADOR","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","278600000"
"248c2...BA...","ECUADOR","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","218000000"
"248c2...BA...","ECUADOR","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","2408140000"
"248c2...BA...","ECUADOR","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","106700000"
"248c2...BA...","ECUADOR","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","1682740000"
"248c2...BA...","ECUADOR","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","2147350000"
"248c2...BA...","ECUADOR","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","2245360000"
"248c2...BA...","ECUADOR","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","1666720000"
"248c2...BA...","ECUADOR","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","983920000"
"248c2...BA...","ECUADOR","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","854120000"
"248c2...BA...","ECUADOR","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","873600000"
"248c2...BA...","ECUADOR","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","672520000"
"248c2...BA...","ECUADOR","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","522280000"
"248c2...BA...","ECUADOR","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","455720000"
"248c2...BA...","ECUADOR","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","313959000"
"248c2...BA...","ECUADOR","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","256279000"
"248c2...BA...","ECUADOR","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","246240000"
"248c2...BA...","ECUADOR","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","251522000"
"248c2...BA...","ECUADOR","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","233333000"
"248c2...BA...","ECUADOR","1968","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","210278000"
"248c2...BA...","ECUADOR","1967","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","168167000"
"248c2...BA...","ECUADOR","1966","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","157278000"
"248c2...BA...","ECUADOR","1965","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","145778000"
"248c2...BA...","ECUADOR","1964","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","136778000"
"248c2...BA...","ECUADOR","1963","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","105833000"
"248c2...BA...","ECUADOR","1962","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","104333000"
"248c2...BA...","ECUADOR","1961","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","126121000"
"248c2...BA...","ECUADOR","1960","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","116000000"
"248c2...BA...","ECUADOR","1959","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","88866700"
"248c2...BA...","ECUADOR","1958","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","81133300"
"248c2...BA...","ECUADOR","1957","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","82466700"
"248c2...BA...","ECUADOR","1956","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","82666700"
"248c2...BA...","ECUADOR","1955","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","82466700"
"248c2...BA...","ECUADOR","1954","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","71466700"
"248c2...BA...","ECUADOR","1953","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","51733300"
"248c2...BA...","ECUADOR","1952","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","39133300"
"248c2...BA...","ECUADOR","1951","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","35533300"
"248c2...BA...","ECUADOR","1950","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","32533300"
"248c2...BA...","ECUADOR","1949","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","26074100"
"248c2...BA...","ECUADOR","1948","CASH PAYMENTS FOR OPERATING ACTIVITI","U.S. DOLLARS","26814800"
"469c2M..GG...","EGYPT","2009","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","348955000000"
"469c25..GG...","EGYPT","2009","SUBSIDIES","EGYPTIAN POUNDS","93830000000"
"469c27..GG...","EGYPT","2009","SOCIAL BENEFITS","EGYPTIAN POUNDS","41936000000"
"469c22..GG...","EGYPT","2009","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","25203000000"
"469c28..GG...","EGYPT","2009","OTHER PAYMENTS","EGYPTIAN POUNDS","27559000000"
"469c24..GG...","EGYPT","2009","INTEREST","EGYPTIAN POUNDS","35766000000"
"469c26..GG...","EGYPT","2009","GRANTS","EGYPTIAN POUNDS","4213000000"
"469c21..GG...","EGYPT","2009","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","76968000000"
"469c2...GG...","EGYPT","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","305475000000"
"469c2M..GG...","EGYPT","2008","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","305795000000"
"469c25..GG...","EGYPT","2008","SUBSIDIES","EGYPTIAN POUNDS","90211000000"
"469c27..GG...","EGYPT","2008","SOCIAL BENEFITS","EGYPTIAN POUNDS","27174000000"
"469c22..GG...","EGYPT","2008","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","18775000000"
"469c28..GG...","EGYPT","2008","OTHER PAYMENTS","EGYPTIAN POUNDS","24198000000"
"469c24..GG...","EGYPT","2008","INTEREST","EGYPTIAN POUNDS","43850000000"
"469c26..GG...","EGYPT","2008","GRANTS","EGYPTIAN POUNDS","3890000000"
"469c21..GG...","EGYPT","2008","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","63400000000"
"469c2...GG...","EGYPT","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","271498000000"
"469c2M..GG...","EGYPT","2007","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","244018000000"
"469c25..GG...","EGYPT","2007","SUBSIDIES","EGYPTIAN POUNDS","53959000000"
"469c27..GG...","EGYPT","2007","SOCIAL BENEFITS","EGYPTIAN POUNDS","31854000000"
"469c22..GG...","EGYPT","2007","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","17121000000"
"469c28..GG...","EGYPT","2007","OTHER PAYMENTS","EGYPTIAN POUNDS","21843000000"
"469c24..GG...","EGYPT","2007","INTEREST","EGYPTIAN POUNDS","38368000000"
"469c26..GG...","EGYPT","2007","GRANTS","EGYPTIAN POUNDS","2599000000"
"469c21..GG...","EGYPT","2007","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","52746000000"
"469c2...GG...","EGYPT","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","218490000000"
"469c2M..GG...","EGYPT","2006","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","223339000000"
"469c25..GG...","EGYPT","2006","SUBSIDIES","EGYPTIAN POUNDS","53959000000"
"469c27..GG...","EGYPT","2006","SOCIAL BENEFITS","EGYPTIAN POUNDS","29495000000"
"469c22..GG...","EGYPT","2006","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","14493000000"
"469c28..GG...","EGYPT","2006","OTHER PAYMENTS","EGYPTIAN POUNDS","19904000000"
"469c24..GG...","EGYPT","2006","INTEREST","EGYPTIAN POUNDS","34812000000"
"469c26..GG...","EGYPT","2006","GRANTS","EGYPTIAN POUNDS","2174000000"
"469c21..GG...","EGYPT","2006","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","47258000000"
"469c2...GG...","EGYPT","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","202095000000"
"469c2M..GG...","EGYPT","2004","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","151191000000"
"469c25..GG...","EGYPT","2004","SUBSIDIES","EGYPTIAN POUNDS","10347000000"
"469c27..GG...","EGYPT","2004","SOCIAL BENEFITS","EGYPTIAN POUNDS","22964000000"
"469c22..GG...","EGYPT","2004","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","9409000000"
"469c28..GG...","EGYPT","2004","OTHER PAYMENTS","EGYPTIAN POUNDS","22631000000"
"469c24..GG...","EGYPT","2004","INTEREST","EGYPTIAN POUNDS","27517000000"
"469c26..GG...","EGYPT","2004","GRANTS","EGYPTIAN POUNDS","0"
"469c21..GG...","EGYPT","2004","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","37631000000"
"469c2...GG...","EGYPT","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","130499000000"
"469c2M..GG...","EGYPT","2003","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","133316000000"
"469c25..GG...","EGYPT","2003","SUBSIDIES","EGYPTIAN POUNDS","6936000000"
"469c27..GG...","EGYPT","2003","SOCIAL BENEFITS","EGYPTIAN POUNDS","20223000000"
"469c22..GG...","EGYPT","2003","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","8542000000"
"469c28..GG...","EGYPT","2003","OTHER PAYMENTS","EGYPTIAN POUNDS","20534000000"
"469c24..GG...","EGYPT","2003","INTEREST","EGYPTIAN POUNDS","23727000000"
"469c26..GG...","EGYPT","2003","GRANTS","EGYPTIAN POUNDS","0"
"469c21..GG...","EGYPT","2003","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","34151000000"
"469c2...GG...","EGYPT","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","114113000000"
"469c2M..GG...","EGYPT","2002","TOTAL CASH EXPENDITURE [2+31]","EGYPTIAN POUNDS","121647000000"
"469c25..GG...","EGYPT","2002","SUBSIDIES","EGYPTIAN POUNDS","5949000000"
"469c27..GG...","EGYPT","2002","SOCIAL BENEFITS","EGYPTIAN POUNDS","18573000000"
"469c22..GG...","EGYPT","2002","PURCHASES OF GOODS & SERVICES","EGYPTIAN POUNDS","8717000000"
"469c28..GG...","EGYPT","2002","OTHER PAYMENTS","EGYPTIAN POUNDS","18885000000"
"469c24..GG...","EGYPT","2002","INTEREST","EGYPTIAN POUNDS","20303000000"
"469c26..GG...","EGYPT","2002","GRANTS","EGYPTIAN POUNDS","0"
"469c21..GG...","EGYPT","2002","COMPENSATION OF EMPLOYEES","EGYPTIAN POUNDS","30817000000"
"469c2...GG...","EGYPT","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","EGYPTIAN POUNDS","103244000000"
"253c2M..BA...","EL SALVADOR","2009","TOTAL CASH EXPENDITURE [2+31]","COLONES","3629180000"
"253c2...BA...","EL SALVADOR","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3629180000"
"253c2M..BA...","EL SALVADOR","2008","TOTAL CASH EXPENDITURE [2+31]","COLONES","3375950000"
"253c2...BA...","EL SALVADOR","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3375950000"
"253c2M..BA...","EL SALVADOR","2007","TOTAL CASH EXPENDITURE [2+31]","COLONES","3015960000"
"253c2...BA...","EL SALVADOR","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3015960000"
"253c2...BA...","EL SALVADOR","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2823180000"
"253c2...BA...","EL SALVADOR","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2484560000"
"253c2...BA...","EL SALVADOR","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2273110000"
"253c2...BA...","EL SALVADOR","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2388690000"
"253c2...BA...","EL SALVADOR","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2241800000"
"253c2...BA...","EL SALVADOR","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2143300000"
"253c2...BA...","EL SALVADOR","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1883850000"
"253c2...BA...","EL SALVADOR","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1681080000"
"253c2...BA...","EL SALVADOR","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","15123100000"
"253c2...BA...","EL SALVADOR","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","13306800000"
"253c2...BA...","EL SALVADOR","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","14090200000"
"253c2...BA...","EL SALVADOR","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","11892100000"
"253c2...BA...","EL SALVADOR","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","10051500000"
"253c2...BA...","EL SALVADOR","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","8500100000"
"253c2...BA...","EL SALVADOR","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","7554900000"
"253c2...BA...","EL SALVADOR","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","5257000000"
"253c2...BA...","EL SALVADOR","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3879800000"
"253c2...BA...","EL SALVADOR","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3361700000"
"253c2...BA...","EL SALVADOR","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","3102700000"
"253c2...BA...","EL SALVADOR","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2895200000"
"253c2...BA...","EL SALVADOR","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2779800000"
"253c2...BA...","EL SALVADOR","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","2094500000"
"253c2...BA...","EL SALVADOR","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1956300000"
"253c2...BA...","EL SALVADOR","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1582600000"
"253c2...BA...","EL SALVADOR","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1698600000"
"253c2...BA...","EL SALVADOR","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1617400000"
"253c2...BA...","EL SALVADOR","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1425600000"
"253c2...BA...","EL SALVADOR","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1293000000"
"253c2...BA...","EL SALVADOR","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1170700000"
"253c2...BA...","EL SALVADOR","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","1076900000"
"253c2...BA...","EL SALVADOR","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","826600000"
"253c2...BA...","EL SALVADOR","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","605500000"
"253c2...BA...","EL SALVADOR","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","542400000"
"253c2...BA...","EL SALVADOR","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","391400000"
"253c2...BA...","EL SALVADOR","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","350700000"
"253c2...BA...","EL SALVADOR","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","327900000"
"253c2...BA...","EL SALVADOR","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","283200000"
"253c2...BA...","EL SALVADOR","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","COLONES","288300000"
"939c2M..BA...","ESTONIA","2001","TOTAL CASH EXPENDITURE [2+31]","KROONI","17412000000"
"939c25..BA...","ESTONIA","2001","SUBSIDIES","KROONI","805000000"
"939c27..BA...","ESTONIA","2001","SOCIAL BENEFITS","KROONI","3707400000"
"939c22..BA...","ESTONIA","2001","PURCHASES OF GOODS & SERVICES","KROONI","5509200000"
"939c28..BA...","ESTONIA","2001","OTHER PAYMENTS","KROONI","55200000"
"939c24..BA...","ESTONIA","2001","INTEREST","KROONI","163800000"
"939c26..BA...","ESTONIA","2001","GRANTS","KROONI","3402200000"
"939c21..BA...","ESTONIA","2001","COMPENSATION OF EMPLOYEES","KROONI","2720100000"
"939c2...BA...","ESTONIA","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","KROONI","16362900000"
"939c2M..BA...","ESTONIA","2000","TOTAL CASH EXPENDITURE [2+31]","KROONI","16237100000"
